id_order_detail;id_order;id_order_invoice;id_warehouse;id_shop;product_id;product_attribute_id;product_name;product_quantity;product_quantity_in_stock;product_quantity_refunded;product_quantity_return;product_quantity_reinjected;product_price;reduction_percent;reduction_amount;reduction_amount_tax_incl;reduction_amount_tax_excl;group_reduction;product_quantity_discount;product_ean13;product_upc;product_reference;product_supplier_reference;product_weight;tax_computation_method;tax_name;tax_rate;ecotax;ecotax_tax_rate;discount_quantity_applied;download_hash;download_nb;download_deadline;total_price_tax_incl;total_price_tax_excl;unit_price_tax_incl;unit_price_tax_excl;total_shipping_price_tax_incl;total_shipping_price_tax_excl;purchase_supplier_price;original_product_price;
"14";"13";"0";"0";"1";"8";"0";"Test product";"1";"1";"0";"0";"0";"1800.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"AAA-000";"";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"1800.000000";"1800.000000";"1800.000000";"1800.000000";"0.000000";"0.000000";"1200.000000";"1800.000000";
"15";"14";"0";"0";"1";"1";"0";"ACTOS TAB 30 MG";"1";"1";"0";"0";"0";"50278.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7703186028495";"853045";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"50278.000000";"50278.000000";"50278.000000";"50278.000000";"0.000000";"0.000000";"0.000000";"50278.000000";
"16";"15";"0";"0";"1";"42";"0";"LECHE ENSURE LIQ CHOCOLATE";"1";"1";"0";"0";"0";"7926.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7703186070111";"116745";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"7926.000000";"7926.000000";"7926.000000";"7926.000000";"0.000000";"0.000000";"0.000000";"7926.000000";
"17";"16";"2";"0";"1";"126";"0";"ATACAND 32MG";"1";"1";"0";"0";"0";"212100.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7321839721465";"653015";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"212100.000000";"212100.000000";"212100.000000";"212100.000000";"0.000000";"0.000000";"0.000000";"212100.000000";
"18";"17";"0";"0";"1";"50";"0";"ISOFEM";"1";"1";"0";"0";"0";"64000.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702870999714";"778296";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"64000.000000";"64000.000000";"64000.000000";"64000.000000";"0.000000";"0.000000";"0.000000";"64000.000000";
"19";"18";"0";"0";"1";"2";"0";"NATURET SEN JALEA 400MG/5G";"1";"1";"0";"0";"0";"99500.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702771194317";"144812";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"99500.000000";"99500.000000";"99500.000000";"99500.000000";"0.000000";"0.000000";"0.000000";"99500.000000";
"20";"19";"0";"0";"1";"69";"0";"OKEY";"1";"1";"0";"0";"0";"33800.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702870999844";"345195";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"33800.000000";"33800.000000";"33800.000000";"33800.000000";"0.000000";"0.000000";"0.000000";"33800.000000";
"21";"20";"0";"0";"1";"9";"0";"CLORURO DE MAGNESIO";"1";"1";"0";"0";"0";"9900.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7707016404251";"923955";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"9900.000000";"9900.000000";"9900.000000";"9900.000000";"0.000000";"0.000000";"0.000000";"9900.000000";
"22";"21";"0";"0";"1";"96";"0";"METASPRAY NASAL 50MCG";"1";"1";"0";"0";"0";"44800.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7703546011013";"928770";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"44800.000000";"44800.000000";"44800.000000";"44800.000000";"0.000000";"0.000000";"0.000000";"44800.000000";
"23";"22";"0";"0";"1";"2";"0";"NATURET SEN JALEA 400MG/5G";"1";"1";"0";"0";"0";"99500.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702771194317";"144812";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"99500.000000";"99500.000000";"99500.000000";"99500.000000";"0.000000";"0.000000";"0.000000";"99500.000000";
"24";"23";"0";"0";"1";"50";"0";"ISOFEM";"2";"2";"0";"0";"0";"64000.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702870999714";"778296";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"128000.000000";"128000.000000";"64000.000000";"64000.000000";"0.000000";"0.000000";"0.000000";"64000.000000";
"25";"24";"0";"0";"1";"8";"0";"OMEGA 3 1000MG";"2";"2";"0";"0";"0";"14300.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"811726001161";"924105";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"33176.000000";"28600.000000";"16588.000000";"14300.000000";"0.000000";"0.000000";"0.000000";"14300.000000";
"26";"25";"0";"0";"1";"1125";"0";"3-A OFTENO SOLUCIÓN OFTÁLMICA";"1";"1";"0";"0";"0";"53900.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"736085410099";"924290";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"53900.000000";"53900.000000";"53900.000000";"53900.000000";"0.000000";"0.000000";"0.000000";"53900.000000";
"27";"26";"0";"0";"1";"19";"0";"COLOSTRUM CHEW 50MG";"1";"1";"0";"0";"0";"35700.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"811726001055";"924092";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"41412.000000";"35700.000000";"41412.000000";"35700.000000";"0.000000";"0.000000";"0.000000";"35700.000000";
"28";"26";"0";"0";"1";"53";"0";"VIGORDAY";"2";"2";"0";"0";"0";"11100.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7707016404275";"923621";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"22200.000000";"22200.000000";"11100.000000";"11100.000000";"0.000000";"0.000000";"0.000000";"11100.000000";
"29";"27";"0";"0";"1";"19";"0";"COLOSTRUM CHEW 50MG";"1";"1";"0";"0";"0";"35700.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"811726001055";"924092";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"41412.000000";"35700.000000";"41412.000000";"35700.000000";"0.000000";"0.000000";"0.000000";"35700.000000";
"30";"27";"0";"0";"1";"53";"0";"VIGORDAY";"2";"2";"0";"0";"0";"11100.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7707016404275";"923621";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"22200.000000";"22200.000000";"11100.000000";"11100.000000";"0.000000";"0.000000";"0.000000";"11100.000000";
"31";"28";"0";"0";"1";"19";"0";"COLOSTRUM CHEW 50MG";"1";"1";"0";"0";"0";"35700.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"811726001055";"924092";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"41412.000000";"35700.000000";"41412.000000";"35700.000000";"0.000000";"0.000000";"0.000000";"35700.000000";
"32";"28";"0";"0";"1";"53";"0";"VIGORDAY";"2";"2";"0";"0";"0";"11100.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7707016404275";"923621";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"22200.000000";"22200.000000";"11100.000000";"11100.000000";"0.000000";"0.000000";"0.000000";"11100.000000";
"33";"29";"3";"0";"1";"101";"0";"VITA C POPS SABOR A CEREZA 500MG";"1";"1";"0";"0";"0";"18900.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702057700652";"928207";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"18900.000000";"18900.000000";"18900.000000";"18900.000000";"0.000000";"0.000000";"0.000000";"18900.000000";
"34";"30";"0";"0";"1";"101";"0";"VITA C POPS SABOR A CEREZA 500MG";"1";"1";"0";"0";"0";"18900.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702057700652";"928207";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"18900.000000";"18900.000000";"18900.000000";"18900.000000";"0.000000";"0.000000";"0.000000";"18900.000000";
"35";"31";"0";"0";"1";"8";"0";"OMEGA 3 1000MG";"4";"4";"0";"0";"0";"14300.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"811726001161";"924105";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"66352.000000";"57200.000000";"16588.000000";"14300.000000";"0.000000";"0.000000";"0.000000";"14300.000000";
"36";"32";"4";"0";"1";"101";"0";"VITA C POPS SABOR A CEREZA 500MG";"1";"1";"0";"0";"0";"18900.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702057700652";"928207";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"18900.000000";"18900.000000";"18900.000000";"18900.000000";"0.000000";"0.000000";"0.000000";"18900.000000";
"37";"32";"4";"0";"1";"113";"0";"Z BEC GRANULADO SABOR A CHOCOLATE";"1";"1";"0";"0";"0";"32900.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702132006402";"120606";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"32900.000000";"32900.000000";"32900.000000";"32900.000000";"0.000000";"0.000000";"0.000000";"32900.000000";
"38";"33";"5";"0";"1";"96";"0";"METASPRAY NASAL 50MCG";"1";"1";"0";"0";"0";"44800.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7703546011013";"928770";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"44800.000000";"44800.000000";"44800.000000";"44800.000000";"0.000000";"0.000000";"0.000000";"44800.000000";
"39";"34";"0";"0";"1";"113";"0";"Z BEC GRANULADO SABOR A CHOCOLATE";"2";"2";"0";"0";"0";"32900.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702132006402";"120606";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"65800.000000";"65800.000000";"32900.000000";"32900.000000";"0.000000";"0.000000";"0.000000";"32900.000000";
"40";"35";"6";"0";"1";"281";"0";"DOXCEF 100 MG";"2";"2";"0";"0";"0";"66900.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"8901107024017";"929583";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"133800.000000";"133800.000000";"66900.000000";"66900.000000";"0.000000";"0.000000";"0.000000";"66900.000000";
"41";"36";"7";"0";"1";"281";"0";"DOXCEF 100 MG";"1";"1";"0";"0";"0";"66900.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"8901107024017";"929583";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"66900.000000";"66900.000000";"66900.000000";"66900.000000";"0.000000";"0.000000";"0.000000";"66900.000000";
"42";"37";"8";"0";"1";"1040";"0";"CALCIO PLUS";"1";"1";"0";"0";"0";"39400.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702057217723";"244388";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"39400.000000";"39400.000000";"39400.000000";"39400.000000";"0.000000";"0.000000";"0.000000";"39400.000000";
"43";"38";"9";"0";"1";"2149";"0";"BRONCOCHEM F NIÑOS JARABE SABOR A MIEL";"1";"1";"0";"0";"0";"14400.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7703234100944";"306028";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"14400.000000";"14400.000000";"14400.000000";"14400.000000";"0.000000";"0.000000";"0.000000";"14400.000000";
"44";"39";"10";"0";"1";"1934";"0";"DILTIAZEM 60 MG";"3";"3";"0";"0";"0";"2600.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7707035541012";"699300";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"7800.000000";"7800.000000";"2600.000000";"2600.000000";"0.000000";"0.000000";"0.000000";"2600.000000";
"45";"39";"10";"0";"1";"2150";"0";"RHINOSALINE SPRAY NASAL";"1";"1";"0";"0";"0";"23600.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702418003583";"716400";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"23600.000000";"23600.000000";"23600.000000";"23600.000000";"0.000000";"0.000000";"0.000000";"23600.000000";
"46";"40";"11";"0";"1";"84";"0";"METASPRAY NASAL 50MCG";"1";"1";"0";"0";"0";"67600.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7703546011808";"928976";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"67600.000000";"67600.000000";"67600.000000";"67600.000000";"0.000000";"0.000000";"50786.000000";"67600.000000";
"47";"41";"12";"0";"1";"222";"0";"RHINOFRENOL 0,01% GOTAS BABY";"1";"1";"0";"0";"0";"13200.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702418002920";"500420";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"13200.000000";"13200.000000";"13200.000000";"13200.000000";"0.000000";"0.000000";"0.000000";"13200.000000";
"48";"41";"12";"0";"1";"2151";"0";"CEBIÓN GOTAS SABOR A FRESA 100 mg/ml";"1";"1";"0";"0";"0";"15600.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702418004672";"108278";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"15600.000000";"15600.000000";"15600.000000";"15600.000000";"0.000000";"0.000000";"0.000000";"15600.000000";
"49";"41";"12";"0";"1";"2152";"0";"AFRISAL CLORURO DE SODIO 0,65%";"1";"1";"0";"0";"0";"25700.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702502010992";"380395";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"25700.000000";"25700.000000";"25700.000000";"25700.000000";"0.000000";"0.000000";"0.000000";"25700.000000";
"50";"42";"13";"0";"1";"1329";"0";"ARTRITES GRAGEAS 75 MG";"1";"1";"0";"0";"0";"46600.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7707355052069";"18849";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"46600.000000";"46600.000000";"46600.000000";"46600.000000";"0.000000";"0.000000";"0.000000";"46600.000000";
"51";"42";"13";"0";"1";"2153";"0";"ARTRIDENE GEL 1%";"1";"1";"0";"0";"0";"16800.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7703234101002";"541181";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"16800.000000";"16800.000000";"16800.000000";"16800.000000";"0.000000";"0.000000";"0.000000";"16800.000000";
"52";"43";"14";"0";"1";"1509";"0";"ACOTOL EX";"2";"2";"0";"0";"0";"119200.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702207312544";"927122";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"238400.000000";"238400.000000";"119200.000000";"119200.000000";"0.000000";"0.000000";"0.000000";"119200.000000";
"53";"44";"15";"0";"1";"113";"0";"Z BEC GRANULADO SABOR A CHOCOLATE";"2";"2";"0";"0";"0";"32900.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702132006402";"120606";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"65800.000000";"65800.000000";"32900.000000";"32900.000000";"0.000000";"0.000000";"24712.000000";"32900.000000";
"54";"45";"16";"0";"1";"2154";"0";"BRONCOCHEM F JARABE ADULTOS";"1";"2";"0";"0";"0";"17700.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7703234100937";"306030";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"17700.000000";"17700.000000";"17700.000000";"17700.000000";"0.000000";"0.000000";"0.000000";"17700.000000";
"55";"45";"16";"0";"1";"2155";"0";"CLAMICIL BID 875+125mg";"1";"1";"0";"0";"0";"114100.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"764600180653";"652085";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"114100.000000";"114100.000000";"114100.000000";"114100.000000";"0.000000";"0.000000";"0.000000";"114100.000000";
"56";"45";"16";"0";"1";"2156";"0";"FLAMYDOL GOTAS";"1";"1";"0";"0";"0";"33200.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7709990012781";"652140";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"33200.000000";"33200.000000";"33200.000000";"33200.000000";"0.000000";"0.000000";"0.000000";"33200.000000";
"57";"46";"17";"0";"1";"2154";"0";"BRONCOCHEM F JARABE ADULTOS";"1";"1";"0";"0";"0";"17700.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7703234100937";"306030";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"17700.000000";"17700.000000";"17700.000000";"17700.000000";"0.000000";"0.000000";"0.000000";"17700.000000";
"58";"46";"17";"0";"1";"2155";"0";"CLAMICIL BID 875+125mg";"1";"1";"0";"0";"0";"114100.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"764600180653";"652085";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"114100.000000";"114100.000000";"114100.000000";"114100.000000";"0.000000";"0.000000";"0.000000";"114100.000000";
"59";"46";"17";"0";"1";"2156";"0";"FLAMYDOL GOTAS";"2";"2";"0";"0";"0";"33200.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7709990012781";"652140";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"66400.000000";"66400.000000";"33200.000000";"33200.000000";"0.000000";"0.000000";"0.000000";"33200.000000";
"60";"47";"18";"0";"1";"2157";"0";"EPTAVIS NIÑOS GRANULADO 1GR";"1";"1";"0";"0";"0";"63600.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702057019716";"458085";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"63600.000000";"63600.000000";"63600.000000";"63600.000000";"0.000000";"0.000000";"0.000000";"63600.000000";
"61";"48";"19";"0";"1";"2158";"0";"NEUMOLEX JARABE";"1";"1";"0";"0";"0";"24700.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7703546191807";"216194";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"24700.000000";"24700.000000";"24700.000000";"24700.000000";"0.000000";"0.000000";"0.000000";"24700.000000";
"62";"49";"20";"0";"1";"1131";"0";"ALERCET";"1";"1";"0";"0";"0";"50800.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7703153001025";"148234";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"50800.000000";"50800.000000";"50800.000000";"50800.000000";"0.000000";"0.000000";"0.000000";"50800.000000";
"63";"49";"20";"0";"1";"2159";"0";"PRIVATOS JARABE  SOLUCIÓN ORAL";"1";"1";"0";"0";"0";"25000.000000";"0.00";"0.000000";"0.000000";"0.000000";"0.00";"0.000000";"";"";"7702207163948";"874625";"0.000000";"0";"";"0.000";"0.000000";"0.000";"0";"";"0";"0000-00-00 00:00:00";"25000.000000";"25000.000000";"25000.000000";"25000.000000";"0.000000";"0.000000";"0.000000";"25000.000000";
