id_order;reference;id_shop_group;id_shop;id_carrier;id_lang;id_customer;id_cart;id_currency;id_address_delivery;id_address_invoice;current_state;secure_key;payment;conversion_rate;module;recyclable;gift;gift_message;mobile_theme;shipping_number;total_discounts;total_discounts_tax_incl;total_discounts_tax_excl;total_paid;total_paid_tax_incl;total_paid_tax_excl;total_paid_real;total_products;total_products_wt;total_shipping;total_shipping_tax_incl;total_shipping_tax_excl;carrier_tax_rate;total_wrapping;total_wrapping_tax_incl;total_wrapping_tax_excl;invoice_number;delivery_number;invoice_date;delivery_date;valid;date_add;date_upd;
"11";"SCPLTMMPG";"1";"1";"3";"1";"2";"11";"1";"5";"5";"6";"d02df2fc7d03162863a3fb66fd540435";"PayU Latam";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"3540.00";"3540.00";"3300.00";"0.00";"1800.00";"1800.00";"1740.00";"1740.00";"1500.00";"16.000";"0.00";"0.00";"0.00";"0";"0";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"2013-10-03 17:33:27";"2013-10-03 17:34:40";
"12";"EFKQYLNNA";"1";"1";"3";"1";"2";"12";"1";"5";"5";"6";"d02df2fc7d03162863a3fb66fd540435";"PayU Latam";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"3540.00";"3540.00";"3300.00";"0.00";"1800.00";"1800.00";"1740.00";"1740.00";"1500.00";"16.000";"0.00";"0.00";"0.00";"0";"0";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"2013-10-06 17:49:28";"2013-10-06 18:09:48";
"13";"LVSGCNJJX";"1";"1";"3";"1";"2";"13";"1";"5";"5";"6";"d02df2fc7d03162863a3fb66fd540435";"PayU Latam";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"3540.00";"3540.00";"3300.00";"0.00";"1800.00";"1800.00";"1740.00";"1740.00";"1500.00";"16.000";"0.00";"0.00";"0.00";"0";"0";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"2013-10-06 17:57:37";"2013-10-07 15:45:19";
"14";"GBQHQXVZS";"1";"1";"6";"1";"2";"21";"1";"5";"5";"6";"d02df2fc7d03162863a3fb66fd540435";"PayU Latam";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"50278.00";"50278.00";"50278.00";"0.00";"50278.00";"50278.00";"0.00";"0.00";"0.00";"16.000";"0.00";"0.00";"0.00";"0";"0";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"2013-10-24 17:09:34";"2013-10-24 17:11:28";
"15";"GFDBFVLUS";"1";"1";"7";"1";"2";"23";"1";"5";"5";"6";"d02df2fc7d03162863a3fb66fd540435";"PayU Latam";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"7926.00";"7926.00";"7926.00";"0.00";"7926.00";"7926.00";"0.00";"0.00";"0.00";"16.000";"0.00";"0.00";"0.00";"0";"0";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"2013-10-28 08:16:19";"2013-10-30 09:28:32";
"16";"MSFANPKWA";"1";"1";"8";"1";"5";"27";"1";"9";"9";"6";"4f992c1ca2c5320f19534c80f03b0435";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"212100.00";"212100.00";"212100.00";"212100.00";"212100.00";"212100.00";"0.00";"0.00";"0.00";"16.000";"0.00";"0.00";"0.00";"2";"1";"2013-10-29 13:19:54";"2013-10-29 13:19:54";"0";"2013-10-29 13:19:49";"2013-10-30 09:26:43";
"17";"DIVTZVEPA";"1";"1";"8";"1";"2";"33";"1";"5";"5";"6";"d02df2fc7d03162863a3fb66fd540435";"PayU Latam";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"64000.00";"64000.00";"64000.00";"0.00";"64000.00";"64000.00";"0.00";"0.00";"0.00";"16.000";"0.00";"0.00";"0.00";"0";"0";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"2013-10-31 11:38:37";"2013-10-31 17:55:12";
"18";"GSOKOWRBK";"1";"1";"8";"1";"2";"34";"1";"5";"5";"6";"d02df2fc7d03162863a3fb66fd540435";"PayU Latam";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"99500.00";"99500.00";"99500.00";"0.00";"99500.00";"99500.00";"0.00";"0.00";"0.00";"16.000";"0.00";"0.00";"0.00";"0";"0";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"2013-10-31 14:00:03";"2013-10-31 17:55:23";
"19";"NQHLBMOMJ";"1";"1";"8";"1";"2";"37";"1";"5";"5";"6";"d02df2fc7d03162863a3fb66fd540435";"PayU Latam";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"33800.00";"33800.00";"33800.00";"0.00";"33800.00";"33800.00";"0.00";"0.00";"0.00";"16.000";"0.00";"0.00";"0.00";"0";"0";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"2013-10-31 15:42:59";"2013-10-31 17:55:34";
"20";"QMOXAFVXO";"1";"1";"8";"1";"2";"38";"1";"5";"5";"6";"d02df2fc7d03162863a3fb66fd540435";"PayU Latam";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"9900.00";"9900.00";"9900.00";"0.00";"9900.00";"9900.00";"0.00";"0.00";"0.00";"16.000";"0.00";"0.00";"0.00";"0";"0";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"2013-10-31 16:37:13";"2013-10-31 17:55:47";
"21";"DICFGQDFV";"1";"1";"8";"1";"2";"39";"1";"5";"5";"6";"d02df2fc7d03162863a3fb66fd540435";"PayU Latam";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"44800.00";"44800.00";"44800.00";"0.00";"44800.00";"44800.00";"0.00";"0.00";"0.00";"16.000";"0.00";"0.00";"0.00";"0";"0";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"2013-10-31 17:39:52";"2013-10-31 17:55:57";
"22";"TDINOTXQB";"1";"1";"8";"1";"2";"40";"1";"5";"5";"6";"d02df2fc7d03162863a3fb66fd540435";"PayU Latam";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"99500.00";"99500.00";"99500.00";"0.00";"99500.00";"99500.00";"0.00";"0.00";"0.00";"16.000";"0.00";"0.00";"0.00";"0";"0";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"2013-10-31 17:43:26";"2013-10-31 17:56:05";
"23";"FJMIREDMJ";"1";"1";"8";"1";"6";"36";"1";"10";"10";"6";"67fdb1c81b0530e247575624bebbf691";"PayU Latam";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"128000.00";"128000.00";"128000.00";"0.00";"128000.00";"128000.00";"0.00";"0.00";"0.00";"16.000";"0.00";"0.00";"0.00";"0";"0";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"2013-11-01 08:16:20";"2013-11-01 14:05:06";
"24";"TBCBDQKZP";"1";"1";"8";"1";"7";"41";"1";"11";"11";"6";"12d23bfe095e0f7ca37e598296847730";"PayU Latam";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"33176.00";"33176.00";"28600.00";"0.00";"28600.00";"33176.00";"0.00";"0.00";"0.00";"16.000";"0.00";"0.00";"0.00";"0";"0";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"2013-11-01 09:03:31";"2013-11-01 14:05:20";
"25";"VVZOIMLUW";"1";"1";"8";"1";"2";"43";"1";"5";"5";"6";"d02df2fc7d03162863a3fb66fd540435";"PayU Latam";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"53900.00";"53900.00";"53900.00";"0.00";"53900.00";"53900.00";"0.00";"0.00";"0.00";"16.000";"0.00";"0.00";"0.00";"0";"0";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"2013-11-01 13:51:18";"2013-11-01 13:59:12";
"26";"WNTBLGHCZ";"1";"1";"8";"1";"2";"44";"1";"5";"5";"6";"d02df2fc7d03162863a3fb66fd540435";"PayU Latam";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"63612.00";"63612.00";"57900.00";"0.00";"57900.00";"63612.00";"0.00";"0.00";"0.00";"16.000";"0.00";"0.00";"0.00";"0";"0";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"2013-11-01 14:11:41";"2013-11-01 14:13:58";
"27";"BWGPKUACU";"1";"1";"8";"1";"2";"45";"1";"5";"5";"6";"d02df2fc7d03162863a3fb66fd540435";"PayU Latam";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"63612.00";"63612.00";"57900.00";"0.00";"57900.00";"63612.00";"0.00";"0.00";"0.00";"16.000";"0.00";"0.00";"0.00";"0";"0";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"2013-11-01 14:18:29";"2013-11-01 14:33:54";
"28";"ZFYDTPNKE";"1";"1";"8";"1";"2";"46";"1";"5";"5";"6";"d02df2fc7d03162863a3fb66fd540435";"PayU Latam";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"63612.00";"63612.00";"57900.00";"0.00";"57900.00";"63612.00";"0.00";"0.00";"0.00";"16.000";"0.00";"0.00";"0.00";"0";"0";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"2013-11-01 14:33:01";"2013-11-01 14:46:14";
"29";"IGPOQELBQ";"1";"1";"8";"1";"2";"47";"1";"5";"5";"5";"d02df2fc7d03162863a3fb66fd540435";"PayU Latam";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"18900.00";"18900.00";"18900.00";"18900.00";"18900.00";"18900.00";"0.00";"0.00";"0.00";"16.000";"0.00";"0.00";"0.00";"3";"4";"2013-11-01 15:51:15";"2013-11-13 11:29:54";"1";"2013-11-01 14:49:41";"2013-11-13 11:29:54";
"30";"QFMKUKGGG";"1";"1";"8";"1";"2";"48";"1";"5";"5";"6";"d02df2fc7d03162863a3fb66fd540435";"PayU Latam";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"18900.00";"18900.00";"18900.00";"0.00";"18900.00";"18900.00";"0.00";"0.00";"0.00";"16.000";"0.00";"0.00";"0.00";"0";"0";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"2013-11-01 15:04:20";"2013-11-01 15:05:54";
"31";"LTSZAJGIH";"1";"1";"9";"1";"8";"58";"1";"12";"12";"6";"e2b07e260aef31a848feb767c7ddc1fd";"PayU Latam";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"70064.00";"70064.00";"60400.00";"0.00";"57200.00";"66352.00";"3712.00";"3712.00";"3200.00";"16.000";"0.00";"0.00";"0.00";"0";"0";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"2013-11-06 15:43:46";"2013-11-08 21:48:23";
"32";"GJVKGGFZQ";"1";"1";"9";"1";"2";"59";"1";"5";"5";"5";"d02df2fc7d03162863a3fb66fd540435";"PayU Latam";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"55512.00";"55512.00";"55000.00";"55512.00";"51800.00";"51800.00";"3712.00";"3712.00";"3200.00";"16.000";"0.00";"0.00";"0.00";"4";"5";"2013-11-06 18:23:51";"2013-11-13 11:30:05";"1";"2013-11-06 16:57:44";"2013-11-13 11:30:05";
"33";"BUJJKGCAS";"1";"1";"9";"1";"9";"65";"1";"13";"13";"5";"2e6f34eba80b9eeab08efe386f96b6a1";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"48512.00";"48512.00";"48000.00";"48512.00";"44800.00";"44800.00";"3712.00";"3712.00";"3200.00";"16.000";"0.00";"0.00";"0.00";"5";"2";"2013-11-08 11:32:44";"2013-11-08 16:23:34";"1";"2013-11-08 11:32:41";"2013-11-08 16:23:34";
"34";"XPEKWUKNB";"1";"1";"10";"1";"5";"81";"1";"9";"9";"8";"4f992c1ca2c5320f19534c80f03b0435";"PayU Latam";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"69000.00";"69000.00";"69000.00";"0.00";"65800.00";"65800.00";"3200.00";"3200.00";"3200.00";"0.000";"0.00";"0.00";"0.00";"0";"0";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"2013-11-08 23:24:13";"2013-11-10 10:34:07";
"35";"TEWKMOTZB";"1";"1";"10";"1";"11";"83";"1";"15";"16";"5";"b9d00acb894ec77e51303e85442a545a";"PayU Latam";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"133800.00";"133800.00";"133800.00";"133800.00";"133800.00";"133800.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"6";"8";"2013-11-11 12:12:01";"2013-11-14 13:32:34";"1";"2013-11-10 11:57:12";"2013-11-14 13:32:34";
"36";"PZWQOFSSG";"1";"1";"10";"1";"11";"89";"1";"15";"17";"5";"b9d00acb894ec77e51303e85442a545a";"PayU Latam";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"70100.00";"70100.00";"70100.00";"70100.00";"66900.00";"66900.00";"3200.00";"3200.00";"3200.00";"0.000";"0.00";"0.00";"0.00";"7";"9";"2013-11-12 09:06:04";"2013-11-14 13:32:46";"1";"2013-11-11 19:27:17";"2013-11-14 13:32:46";
"37";"SIHLFLHXY";"1";"1";"10";"1";"10";"97";"1";"14";"14";"5";"5d0e4037418ac4eeab36e6d3ff407d12";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"42600.00";"42600.00";"42600.00";"42600.00";"39400.00";"39400.00";"3200.00";"3200.00";"3200.00";"0.000";"0.00";"0.00";"0.00";"8";"3";"2013-11-12 21:18:51";"2013-11-13 15:21:30";"1";"2013-11-12 21:18:50";"2013-11-13 15:21:30";
"38";"HXFCJJQOR";"1";"1";"10";"1";"14";"108";"1";"19";"19";"5";"ce1d1d663adbf8acdd178d38002f8167";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"17600.00";"17600.00";"17600.00";"17600.00";"14400.00";"14400.00";"3200.00";"3200.00";"3200.00";"0.000";"0.00";"0.00";"0.00";"9";"6";"2013-11-14 10:14:14";"2013-11-14 18:09:25";"1";"2013-11-14 10:14:13";"2013-11-14 18:09:25";
"39";"QUTWUYFXX";"1";"1";"10";"1";"15";"109";"1";"20";"20";"5";"72b068d6f32ac6845d7a2e2355827338";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"1570.00";"1570.00";"1570.00";"33030.00";"33030.00";"33030.00";"33030.00";"31400.00";"31400.00";"3200.00";"3200.00";"3200.00";"0.000";"0.00";"0.00";"0.00";"10";"7";"2013-11-14 12:09:03";"2013-11-14 18:09:34";"1";"2013-11-14 12:09:01";"2013-11-14 18:09:34";
"40";"TQSVTPQFQ";"1";"1";"10";"1";"16";"112";"1";"21";"21";"5";"17fec663a8c1a9d985fad55344d1115d";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"70800.00";"70800.00";"70800.00";"70800.00";"67600.00";"67600.00";"3200.00";"3200.00";"3200.00";"0.000";"0.00";"0.00";"0.00";"11";"10";"2013-11-15 08:48:11";"2013-11-15 15:56:19";"1";"2013-11-15 08:48:10";"2013-11-15 15:56:19";
"41";"GVPSYGMSN";"1";"1";"10";"1";"17";"113";"1";"22";"22";"5";"a85427fce95696ca080c36b0291259e0";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"57700.00";"57700.00";"57700.00";"57700.00";"54500.00";"54500.00";"3200.00";"3200.00";"3200.00";"0.000";"0.00";"0.00";"0.00";"12";"11";"2013-11-15 10:29:08";"2013-11-15 15:56:30";"1";"2013-11-15 10:29:06";"2013-11-15 15:56:30";
"42";"UHUTKYNFX";"1";"1";"10";"1";"18";"116";"1";"23";"23";"5";"6d04e99ba377d8933ca3fd87630fac1d";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"66600.00";"66600.00";"66600.00";"66600.00";"63400.00";"63400.00";"3200.00";"3200.00";"3200.00";"0.000";"0.00";"0.00";"0.00";"13";"12";"2013-11-15 18:44:35";"2013-11-16 10:56:07";"1";"2013-11-15 18:44:33";"2013-11-16 10:56:07";
"43";"MCESQFTGJ";"1";"1";"10";"1";"19";"120";"1";"24";"24";"5";"68e4cd59c7e82eaddec7bd4f0c998e1c";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"238400.00";"238400.00";"238400.00";"238400.00";"238400.00";"238400.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"14";"13";"2013-11-17 17:27:21";"2013-11-18 15:29:22";"1";"2013-11-17 17:27:19";"2013-11-18 15:29:22";
"44";"DVVGXTFUQ";"1";"1";"10";"1";"5";"86";"1";"9";"9";"5";"4f992c1ca2c5320f19534c80f03b0435";"PayU Latam";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"69000.00";"69000.00";"69000.00";"69000.00";"65800.00";"65800.00";"3200.00";"3200.00";"3200.00";"0.000";"0.00";"0.00";"0.00";"15";"14";"2013-11-18 13:37:00";"2013-11-18 13:39:44";"1";"2013-11-18 12:44:02";"2013-11-18 13:39:44";
"45";"QNMEICCCG";"1";"1";"10";"1";"20";"124";"1";"26";"26";"6";"e677d2446e6550056902f9d9e45d1f87";"PayU Latam";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"165000.00";"165000.00";"165000.00";"149500.00";"165000.00";"165000.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"16";"0";"2013-11-18 16:07:02";"0000-00-00 00:00:00";"0";"2013-11-18 16:07:00";"2013-11-18 16:13:04";
"46";"MSWWREXUH";"1";"1";"10";"1";"20";"129";"1";"26";"26";"5";"e677d2446e6550056902f9d9e45d1f87";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"198200.00";"198200.00";"198200.00";"198200.00";"198200.00";"198200.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"17";"15";"2013-11-18 16:44:14";"2013-11-19 17:19:07";"1";"2013-11-18 16:44:12";"2013-11-19 17:19:07";
"47";"KMGTGTVJS";"1";"1";"10";"1";"21";"126";"1";"27";"27";"5";"ded7416c6592ddfb646d79a80a4d65da";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"3180.00";"3180.00";"3180.00";"63620.00";"63620.00";"63620.00";"63620.00";"63600.00";"63600.00";"3200.00";"3200.00";"3200.00";"0.000";"0.00";"0.00";"0.00";"18";"16";"2013-11-18 16:49:58";"2013-11-20 08:51:50";"1";"2013-11-18 16:49:57";"2013-11-20 08:51:50";
"48";"ZHLEYVVOB";"1";"1";"10";"1";"22";"131";"1";"28";"28";"5";"d5bf50142d49c9eaa32d5ffc6aa4cf45";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"1235.00";"1235.00";"1235.00";"26665.00";"26665.00";"26665.00";"26665.00";"24700.00";"24700.00";"3200.00";"3200.00";"3200.00";"0.000";"0.00";"0.00";"0.00";"19";"17";"2013-11-18 17:04:55";"2013-11-20 08:52:02";"1";"2013-11-18 17:04:53";"2013-11-20 08:52:02";
"49";"WHYZGHHET";"1";"1";"10";"1";"23";"137";"1";"29";"29";"5";"fd9424b04f1b523d683dee112d4076f9";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"104600.00";"104600.00";"104600.00";"104600.00";"104600.00";"104600.00";"0.00";"0.00";"0.00";"0.000";"0.00";"0.00";"0.00";"20";"18";"2013-11-19 11:21:56";"2013-11-20 08:52:12";"1";"2013-11-19 11:21:55";"2013-11-20 08:52:12";
"50";"LBBNSXDCD";"1";"1";"10";"1";"12";"138";"1";"18";"18";"8";"6622e54015deb254deec1f788f8f22ca";"PayU Latam";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"60800.00";"60800.00";"60800.00";"0.00";"57600.00";"57600.00";"3200.00";"3200.00";"3200.00";"0.000";"0.00";"0.00";"0.00";"0";"0";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"2013-11-19 15:44:08";"2013-11-19 17:24:27";
"51";"JMRDWSNQC";"1";"1";"10";"1";"24";"139";"1";"30";"30";"5";"4eadaa6e57c437930bb3671ce98ee891";"Pago contra entrega";"1.000000";"cashondelivery";"0";"0";"";"0";"";"2370.00";"2370.00";"2370.00";"48230.00";"48230.00";"48230.00";"48230.00";"47400.00";"47400.00";"3200.00";"3200.00";"3200.00";"0.000";"0.00";"0.00";"0.00";"21";"19";"2013-11-20 12:03:19";"2013-11-21 08:44:12";"1";"2013-11-20 12:03:17";"2013-11-21 08:44:12";
"52";"YZBCHBUYE";"1";"1";"10";"1";"25";"140";"1";"31";"31";"6";"b09f6adbb7ac7e2f32409a4af0080829";"PayU Latam";"1.000000";"payulatam";"0";"0";"";"0";"";"0.00";"0.00";"0.00";"44700.00";"44700.00";"44700.00";"44700.00";"41500.00";"41500.00";"3200.00";"3200.00";"3200.00";"0.000";"0.00";"0.00";"0.00";"22";"0";"2013-11-20 14:47:23";"0000-00-00 00:00:00";"0";"2013-11-20 14:47:22";"2013-11-20 14:50:39";
