id_order_cart_rule;id_order;id_cart_rule;id_order_invoice;name;value;value_tax_excl;free_shipping;
"28";"88";"17097";"56";"Apoyo Salud";"5343.00";"4606.03";"0";
"29";"90";"17098";"58";"Apoyo Salud";"2390.00";"2390.00";"0";
"30";"92";"17099";"60";"Apoyo Salud";"4895.00";"4895.00";"0";
"31";"93";"17100";"61";"Apoyo Salud";"10390.00";"10390.00";"0";
"32";"94";"14419";"62";"Apoyo Salud";"6825.00";"6825.00";"0";
"33";"95";"17086";"63";"Descuento Empleados Farmalisto";"2507.50";"2253.36";"0";
"34";"96";"17101";"64";"Apoyo Salud";"1200.00";"1200.00";"0";
"35";"97";"14419";"65";"Apoyo Salud";"7210.00";"7210.00";"0";
"36";"98";"14288";"66";"Apoyo Salud";"2675.00";"2675.00";"0";
"37";"99";"14420";"67";"Apoyo Salud";"3460.00";"3460.00";"0";
"38";"100";"17092";"68";"Apoyo Salud";"3350.00";"3350.00";"0";
"39";"101";"17102";"69";"Apoyo Salud";"1555.00";"1555.00";"0";
"40";"103";"17103";"71";"Apoyo Salud";"4800.00";"4800.00";"0";
"41";"105";"17104";"73";"Apoyo Salud";"1560.00";"1560.00";"0";
"42";"107";"14425";"75";"Apoyo Salud";"2485.00";"2485.00";"0";
"43";"108";"17105";"76";"Apoyo Salud";"4470.00";"4470.00";"0";
"44";"109";"14345";"77";"Apoyo Salud";"7135.00";"7135.00";"0";
"45";"110";"11265";"78";"Apoyo Salud";"1650.00";"1650.00";"0";
"46";"112";"17106";"80";"Apoyo Salud";"5745.00";"5745.00";"0";
"47";"113";"14429";"81";"Apoyo Salud";"8485.00";"8485.00";"0";
"48";"114";"14436";"82";"Apoyo Salud";"5890.00";"5890.00";"0";
"49";"115";"17107";"83";"Apoyo Salud";"4800.00";"4800.00";"0";
"50";"116";"17108";"84";"Apoyo Salud";"2005.00";"2005.00";"0";
"51";"117";"10281";"85";"Apoyo Salud";"3300.00";"3300.00";"0";
"52";"118";"17109";"86";"Apoyo Salud";"3830.00";"3830.00";"0";
"53";"119";"17110";"87";"Apoyo Salud";"10830.00";"10830.00";"0";
"54";"120";"17111";"88";"Apoyo Salud";"9360.00";"9360.00";"0";
"55";"121";"14445";"89";"Apoyo Salud";"3180.00";"3180.00";"0";
"56";"122";"17112";"90";"Apoyo Salud";"3360.00";"3360.00";"0";
"57";"123";"14443";"91";"Apoyo Salud";"4770.00";"4770.00";"0";
"58";"124";"17113";"92";"Apoyo Salud";"1285.00";"1285.00";"0";
"59";"125";"17114";"93";"Apoyo Salud";"2080.00";"2080.00";"0";
"60";"126";"17115";"94";"Apoyo Salud";"6165.00";"6165.00";"0";
"61";"127";"17115";"95";"Apoyo Salud";"6639.40";"6165.00";"0";
"62";"128";"14424";"96";"Apoyo Salud";"2445.00";"2445.00";"0";
"63";"129";"17116";"97";"Apoyo Salud";"1710.00";"1710.00";"0";
"64";"131";"10958";"99";"Apoyo Salud";"18435.00";"18435.00";"0";
"65";"132";"17117";"100";"Apoyo Salud";"4105.00";"4105.00";"0";
"66";"133";"17118";"101";"Apoyo Salud";"11945.00";"11945.00";"0";
"67";"134";"14312";"102";"Apoyo Salud";"10420.00";"10420.00";"0";
"68";"135";"14445";"103";"Apoyo Salud";"1280.00";"1280.00";"0";
"69";"137";"17119";"105";"Apoyo Salud";"5430.00";"5430.00";"0";
"70";"138";"17086";"106";"Descuento Empleados Farmalisto";"1630.00";"1405.17";"0";
"71";"139";"17120";"107";"Apoyo Salud";"1815.00";"1815.00";"0";
"72";"140";"17121";"108";"Apoyo Salud";"1815.00";"1815.00";"0";
"73";"141";"17122";"109";"Apoyo Salud";"3429.00";"3429.00";"0";
"74";"143";"17086";"111";"Descuento Empleados Farmalisto";"2880.00";"2880.00";"0";
"75";"144";"17123";"112";"Apoyo Salud";"2675.00";"2675.00";"0";
"76";"145";"17124";"113";"Apoyo Salud";"1950.00";"1950.00";"0";
"77";"146";"17125";"114";"Apoyo Salud";"7135.00";"7135.00";"0";
"78";"147";"17126";"115";"Apoyo Salud";"3460.00";"3460.00";"0";
"79";"148";"14432";"116";"Apoyo Salud";"4357.50";"4357.50";"0";
"80";"149";"17088";"117";"Apoyo Salud";"4515.00";"4515.00";"0";
"81";"151";"17128";"119";"Apoyo Salud ";"2742.50";"2742.50";"0";
"82";"152";"14317";"120";"Apoyo Salud";"2400.00";"2400.00";"0";
"83";"153";"17129";"121";"Apoyo Salud ";"6390.00";"6390.00";"0";
"84";"154";"14321";"122";"Apoyo Salud";"3657.50";"3657.50";"0";
"85";"155";"17086";"124";"Descuento Empleados Farmalisto";"1945.00";"1945.00";"0";
"86";"159";"17130";"125";"Apoyo Salud";"5640.00";"5640.00";"0";
"87";"160";"10962";"126";"Apoyo Salud";"6570.00";"6570.00";"0";
"88";"162";"17131";"127";"Apoyo Salud";"6770.00";"6770.00";"0";
"89";"163";"17132";"128";"Apoyo Salud";"3535.00";"3535.00";"0";
"90";"164";"17086";"136";"Descuento Empleados Farmalisto";"1955.00";"1955.00";"0";
"91";"165";"17133";"129";"Apoyo Salud";"1020.00";"1020.00";"0";
"92";"166";"17134";"130";"Apoyo Salud";"2632.50";"2632.50";"0";
"93";"167";"14329";"131";"Apoyo Salud";"2870.00";"2870.00";"0";
"94";"171";"17135";"133";"Apoyo Salud";"4355.00";"4355.00";"0";
"95";"174";"17138";"137";"Apoyo Salud";"815.00";"815.00";"0";
"96";"177";"17139";"140";"Apoyo Salud";"14207.50";"14207.50";"0";
"97";"178";"14328";"141";"Apoyo Salud";"1495.00";"1495.00";"0";
"98";"183";"17140";"145";"Apoyo Salud";"13470.00";"13470.00";"0";
"99";"186";"17141";"147";"Apoyo Salud";"1915.00";"1915.00";"0";
"100";"187";"17088";"148";"Apoyo Salud";"3350.00";"3350.00";"0";
"101";"188";"17143";"149";"Apoyo Salud";"4100.00";"4100.00";"0";
"102";"190";"17144";"151";"Apoyo salud";"8314.50";"7742.50";"0";
"103";"193";"17145";"153";"Apoyo Salud";"8382.20";"7995.00";"0";
"104";"195";"17146";"155";"Apoyo Salud";"1655.00";"1655.00";"0";
"105";"198";"14437";"158";"Apoyo Salud";"8330.00";"8330.00";"0";
"106";"201";"17147";"161";"Apoyo salud";"3390.00";"3390.00";"0";
"107";"203";"17115";"163";"Apoyo Salud";"2982.50";"2982.50";"0";
"108";"209";"17086";"168";"Descuento Empleados Farmalisto";"4315.00";"4315.00";"0";
"109";"213";"17148";"172";"Apoyo Salud";"6740.00";"6740.00";"0";
"110";"215";"17150";"173";"Apoyo salud";"5510.00";"5510.00";"0";
"111";"216";"17149";"174";"Apoyo Salud";"1870.00";"1870.00";"0";
"112";"217";"17151";"175";"Apoyo Salud";"4855.00";"4855.00";"0";
"113";"218";"17152";"177";"Apoyo Salud";"4515.00";"4515.00";"0";
"114";"219";"17153";"178";"Apoyo salud";"2445.00";"2445.00";"0";
"115";"220";"17155";"179";"Apoyo salud";"2720.00";"2720.00";"0";
"116";"221";"17154";"180";"Apoyo Salud";"2765.00";"2765.00";"0";
"117";"222";"17156";"181";"Apoyo salud";"4470.00";"4470.00";"0";
"118";"227";"17157";"186";"Apoyo Salud";"870.00";"870.00";"0";
"119";"232";"17158";"190";"Apoyo Salud";"5380.00";"5380.00";"0";
"120";"234";"17086";"199";"Descuento Empleados Farmalisto";"2562.50";"2209.05";"0";
"121";"235";"17159";"193";"APOYO SALUD";"2765.00";"2765.00";"0";
"122";"236";"17086";"194";"Descuento Empleados Farmalisto";"4067.80";"4035.00";"0";
"123";"237";"17160";"195";"Apoyo salud";"1550.00";"1550.00";"0";
"124";"241";"17161";"200";"Apoyo salud";"310.00";"310.00";"0";
"125";"242";"17162";"201";"Apoyo Salud";"1440.00";"1440.00";"0";
"126";"247";"17086";"204";"Descuento Empleados Farmalisto";"4492.80";"4460.00";"0";
"127";"249";"17164";"206";"Apoyo Salud";"5630.00";"5630.00";"0";
"128";"250";"17153";"207";"Apoyo salud";"2720.00";"2720.00";"0";
"129";"251";"17165";"208";"Apoyo Salud";"1755.00";"1755.00";"0";
"130";"252";"17166";"209";"Apoyo Salud";"1525.00";"1525.00";"0";
"131";"253";"17168";"210";"Apoyo Salud";"8610.00";"8610.00";"0";
"132";"256";"17169";"213";"Apoyo Salud";"4855.00";"4855.00";"0";
"133";"257";"17086";"214";"Descuento Empleados Farmalisto";"15980.00";"15980.00";"0";
"134";"258";"17170";"215";"Apoyo Salud";"4560.00";"4560.00";"0";
"135";"260";"17086";"216";"Descuento Empleados Farmalisto";"783.00";"675.00";"0";
"136";"261";"17171";"217";"Apoyo Salud";"2095.00";"2095.00";"0";
"137";"264";"17172";"220";"Apoyo Salud";"1690.00";"1690.00";"0";
"138";"266";"17173";"221";"Apoyo Salud";"2495.00";"2495.00";"0";
"139";"267";"17174";"222";"Transportista gratuito";"3200.00";"3200.00";"1";
"140";"270";"17175";"225";"Apoyo Salud";"4560.00";"4560.00";"0";
"141";"273";"17176";"227";"Apoyo Salud";"20000.00";"20000.00";"0";
"142";"274";"17086";"228";"Descuento Empleados Farmalisto";"840.00";"840.00";"0";
"143";"276";"17177";"230";"Apoyo Salud";"2000.00";"2000.00";"0";
"144";"277";"17178";"231";"Apoyo salud";"5245.00";"5245.00";"0";
"145";"279";"17086";"234";"Descuento Empleados Farmalisto";"1480.00";"1480.00";"0";
"146";"283";"17086";"238";"Descuento Empleados Farmalisto";"2835.00";"2835.00";"0";
"147";"285";"17180";"240";"Apoyo Salud";"310.00";"310.00";"0";
"148";"286";"17173";"241";"Apoyo Salud";"3900.00";"3900.00";"0";
"149";"287";"17177";"242";"Apoyo Salud";"3080.00";"3080.00";"0";
"150";"288";"17180";"243";"Apoyo Salud";"2875.00";"2875.00";"0";
"151";"289";"17180";"244";"Apoyo Salud";"3173.40";"2875.00";"0";
"152";"290";"13281";"245";"Apoyo Salud";"2330.00";"2330.00";"0";
"153";"291";"13282";"246";"Apoyo Salud";"1440.00";"1440.00";"0";
"154";"294";"14364";"249";"Apoyo Salud";"14735.00";"14735.00";"0";
"155";"297";"17086";"252";"Descuento Empleados Farmalisto";"1825.00";"1825.00";"0";
"156";"298";"17181";"253";"Apoyo Salud";"1580.00";"1580.00";"0";
"157";"299";"17086";"254";"Descuento Empleados Farmalisto";"1265.00";"1265.00";"0";
"158";"300";"17158";"255";"Apoyo Salud";"4855.00";"4855.00";"0";
"159";"300";"17184";"255";"Transportista gratuito";"3200.00";"3200.00";"1";
"160";"301";"17158";"256";"Apoyo Salud";"9710.00";"9710.00";"0";
"161";"302";"17187";"257";" Apoyo Salud  ";"1165.00";"1165.00";"0";
"162";"305";"17166";"260";"Apoyo Salud";"1740.00";"1740.00";"0";
"163";"307";"17189";"262";"Apoyo Salud";"1965.00";"1965.00";"0";
"164";"318";"14369";"271";"Apoyo Salud";"5587.50";"5587.50";"0";
"165";"320";"14366";"273";"Apoyo Salud";"12550.00";"12550.00";"0";
"166";"321";"11191";"274";"Apoyo Salud";"4305.00";"4305.00";"0";
"167";"323";"17193";"276";"Apoyo Salud";"2405.00";"2405.00";"0";
"168";"327";"14358";"280";"Apoyo Salud";"6935.00";"6935.00";"0";
"169";"328";"17194";"281";"Transportista gratuito";"3200.00";"3200.00";"1";
"170";"330";"17195";"283";"Apoyo Salud";"7030.00";"7030.00";"0";
"171";"340";"17161";"290";"Apoyo salud";"7860.00";"7860.00";"0";
"172";"345";"17197";"295";"Apoyo Salud";"3545.00";"3545.00";"0";
"173";"346";"17198";"296";"Apoyo Salud";"4755.00";"4755.00";"0";
"174";"347";"17086";"297";"Descuento Empleados Farmalisto";"2300.00";"2300.00";"0";
"175";"348";"17199";"298";"Apoyo Salud";"1945.00";"1945.00";"0";
"176";"349";"13288";"299";"Apoyo Salud";"1582.50";"1582.50";"0";
"177";"351";"14376";"301";"Apoyo Salud";"3442.50";"3442.50";"0";
"178";"352";"17200";"302";"Apoyo Salud";"19180.00";"19180.00";"0";
"179";"355";"17179";"305";"Apoyo Salud";"4620.00";"4620.00";"0";
"180";"356";"17200";"306";"Apoyo Salud";"8375.00";"8375.00";"0";
"181";"357";"14375";"307";"Apoyo Salud";"3027.50";"3027.50";"0";
"182";"361";"17148";"311";"Apoyo Salud";"9497.50";"9497.50";"0";
"183";"362";"17086";"312";"Descuento Empleados Farmalisto";"1010.00";"1010.00";"0";
"184";"364";"17156";"314";"Apoyo salud";"5880.00";"5880.00";"0";
"185";"366";"17086";"316";"Descuento Empleados Farmalisto";"820.00";"820.00";"0";
"186";"368";"13686";"318";"Apoyo Salud";"3110.00";"3110.00";"0";
"187";"369";"17162";"319";"Apoyo Salud";"6775.00";"5840.52";"0";
"188";"370";"17180";"320";"Apoyo Salud";"7360.00";"7360.00";"0";
"189";"371";"17201";"321";"Transportista gratuito";"3200.00";"3200.00";"1";
"190";"374";"17202";"323";"Apoyo Salud";"1740.00";"1740.00";"0";
"191";"375";"17160";"324";"Apoyo salud";"6110.00";"6110.00";"0";
"192";"376";"63769";"325";"Apoyo Salud";"5186.20";"4935.00";"0";
"193";"377";"110165";"326";"Apoyo Salud";"1005.00";"1005.00";"0";
"194";"379";"17086";"328";"Descuento Empleados Farmalisto";"2975.00";"2975.00";"0";
"195";"382";"17086";"331";"Descuento Empleados Farmalisto";"3665.00";"3665.00";"0";
"196";"389";"61977";"333";"Apoyo Salud";"1665.00";"1665.00";"0";
"197";"391";"18711";"0";"Apoyo Salud";"1755.00";"1755.00";"0";
"198";"399";"21189";"339";"Apoyo Salud";"1550.00";"1550.00";"0";
"199";"401";"17160";"342";"Apoyo salud";"8195.00";"8195.00";"0";
"200";"403";"110653";"344";"Transportista gratuito";"3200.00";"3200.00";"1";
"201";"404";"48382";"345";"Apoyo Salud";"1340.00";"1340.00";"0";
"202";"413";"48384";"348";"Apoyo Salud";"2335.00";"2335.00";"0";
"203";"414";"14285";"349";"Apoyo Salud";"6100.00";"6100.00";"0";
"204";"417";"17156";"352";"Apoyo salud";"4720.00";"4720.00";"0";
"205";"419";"110658";"354";"Transportista gratuito";"3200.00";"3200.00";"1";
"206";"420";"17182";"355";"Apoyo Salud";"3000.00";"3000.00";"0";
"207";"421";"17086";"359";"Descuento Empleados Farmalisto";"12425.20";"11902.00";"0";
"208";"423";"110659";"357";"Apoyo Salud";"2720.00";"2720.00";"0";
"209";"430";"18994";"364";"Apoyo Salud";"1455.00";"1455.00";"0";
"210";"432";"17151";"366";"Apoyo Salud";"8620.00";"8620.00";"0";
"211";"433";"17156";"367";"Apoyo salud";"5037.60";"4600.00";"0";
"212";"437";"13688";"372";"Apoyo Salud";"6935.00";"6935.00";"0";
"213";"440";"13868";"375";"Apoyo Salud";"10495.00";"10495.00";"0";
"214";"442";"83963";"377";"Apoyo Salud";"2085.00";"2085.00";"0";
"215";"443";"17182";"378";"Apoyo Salud";"2330.00";"2330.00";"0";
"216";"445";"17156";"380";"Apoyo salud";"7455.00";"7455.00";"0";
"217";"449";"14285";"383";"Apoyo Salud";"1775.00";"1775.00";"0";
"218";"450";"17086";"384";"Descuento Empleados Farmalisto";"13819.20";"13680.00";"0";
"219";"455";"13685";"388";"Apoyo Salud";"5630.00";"5630.00";"0";
"220";"456";"28583";"389";"Apoyo Salud";"2650.00";"2650.00";"0";
"221";"461";"17086";"395";"Descuento Empleados Farmalisto";"6820.00";"6820.00";"0";
"222";"462";"110654";"396";"Apoyo Salud ";"2320.00";"2320.00";"0";
"223";"463";"61973";"397";"Apoyo Salud";"4257.50";"4257.50";"0";
"224";"464";"110657";"398";"Apoyo Salud";"2305.00";"2305.00";"0";
"225";"467";"13686";"401";"Apoyo Salud";"3050.00";"3050.00";"0";
"226";"469";"18607";"403";"Apoyo Salud";"5120.00";"5120.00";"0";
"227";"470";"18598";"404";"Apoyo Salud";"6720.00";"6720.00";"0";
"228";"472";"60825";"406";"Apoyo Salud";"3460.00";"3460.00";"0";
"229";"473";"85563";"407";"Apoyo Salud";"3970.00";"3970.00";"0";
"230";"475";"13683";"409";"Apoyo Salud";"14640.00";"14640.00";"0";
"231";"478";"110661";"412";"Transportista gratuito";"3200.00";"3200.00";"1";
"232";"479";"17173";"413";"Apoyo Salud";"5925.00";"5925.00";"0";
"233";"486";"110655";"419";"Apoyo Salud";"2400.00";"2400.00";"0";
"234";"487";"110662";"420";"Transportista gratuito";"3200.00";"3200.00";"1";
"235";"490";"17086";"423";"Descuento Empleados Farmalisto";"2831.60";"2510.00";"0";
"236";"492";"17175";"425";"Apoyo Salud";"9575.00";"9575.00";"0";
"237";"495";"21784";"428";"Apoyo Salud";"11260.00";"11260.00";"0";
"238";"497";"17173";"430";"Apoyo Salud";"3331.60";"3230.00";"0";
"239";"500";"63778";"433";"Apoyo Salud";"3000.00";"3000.00";"0";
"240";"502";"19790";"435";"Apoyo Salud";"149212.50";"149212.50";"0";
"241";"503";"110654";"436";"Apoyo Salud ";"13042.50";"13042.50";"0";
"242";"504";"17085";"437";"Apoyo Salud";"6251.60";"6150.00";"0";
"243";"507";"13086";"440";"Apoyo Salud";"3120.40";"2690.00";"0";
"244";"509";"14284";"442";"Apoyo Salud";"9315.00";"9315.00";"0";
"245";"510";"63825";"443";"Apoyo Salud";"3000.00";"3000.00";"0";
"246";"511";"63825";"444";"Apoyo Salud";"6000.00";"6000.00";"0";
"247";"516";"86158";"449";"Apoyo Salud";"13415.00";"13415.00";"0";
"248";"519";"13754";"452";"Apoyo Salud";"4750.00";"4750.00";"0";
"249";"525";"13085";"458";"Apoyo Salud";"1392.50";"1392.50";"0";
"250";"530";"18600";"463";"Apoyo Salud";"4270.00";"4270.00";"0";
"251";"538";"110663";"471";"Apoyo Salud";"12632.50";"12632.50";"0";
"252";"540";"13687";"473";"Apoyo Salud";"11820.00";"11820.00";"0";
"253";"544";"17086";"477";"Descuento Empleados Farmalisto";"2700.00";"2700.00";"0";
"254";"545";"13686";"478";"Apoyo Salud";"6160.00";"6160.00";"0";
"255";"547";"110664";"480";"Apoyo Salud";"5110.00";"5110.00";"0";
"256";"548";"28583";"481";"Apoyo Salud";"1590.00";"1590.00";"0";
"258";"557";"17086";"0";"Descuento Empleados Farmalisto";"515.00";"515.00";"0";
"259";"559";"21789";"488";"Apoyo Salud";"3550.00";"3550.00";"0";
"260";"563";"13689";"492";"Apoyo Salud";"3027.50";"3027.50";"0";
"261";"566";"17182";"495";"Apoyo Salud";"2330.00";"2330.00";"0";
"262";"567";"13759";"496";"Apoyo Salud";"3305.00";"3305.00";"0";
"263";"568";"51985";"497";"Apoyo Salud";"6675.00";"6675.00";"0";
"264";"569";"13293";"498";"Apoyo Salud";"11745.00";"11745.00";"0";
"265";"570";"13873";"499";"Apoyo Salud";"3862.50";"3862.50";"0";
"266";"572";"13688";"500";"Apoyo Salud";"2850.00";"2850.00";"0";
"267";"573";"17086";"0";"Descuento Empleados Farmalisto";"33945.00";"33945.00";"0";
"268";"575";"18994";"502";"Apoyo Salud";"2715.00";"2715.00";"0";
"269";"579";"17086";"504";"Descuento Empleados Farmalisto";"33945.00";"33945.00";"0";
"270";"580";"110664";"505";"Apoyo Salud";"18442.50";"18442.50";"0";
"271";"582";"89757";"507";"Apoyo Salud";"4630.00";"4630.00";"0";
"272";"583";"110664";"508";"Apoyo Salud";"4200.00";"4200.00";"0";
"273";"584";"14285";"509";"Apoyo Salud";"1505.00";"1505.00";"0";
"274";"585";"110655";"510";"Apoyo Salud";"630.00";"630.00";"0";
"275";"588";"17515";"513";"Apoyo Salud";"14508.60";"13535.00";"0";
"276";"591";"51985";"516";"Apoyo Salud";"2190.00";"2190.00";"0";
"277";"595";"52574";"520";"Apoyo Salud";"4755.00";"4755.00";"0";
"278";"597";"52576";"522";"Apoyo Salud";"9510.00";"9510.00";"0";
"279";"598";"52578";"523";"Apoyo Salud";"4755.00";"4755.00";"0";
"280";"601";"87764";"525";"Apoyo Salud";"4290.00";"4290.00";"0";
"281";"604";"13293";"528";"Apoyo Salud";"11615.00";"11615.00";"0";
"282";"609";"17086";"533";"Descuento Empleados Farmalisto";"785.00";"785.00";"0";
"283";"612";"17086";"0";"Descuento Empleados Farmalisto";"4630.00";"4630.00";"0";
"284";"618";"110665";"536";"Transporte Gratis";"1000.00";"1000.00";"0";
"285";"624";"52069";"542";"Apoyo Salud";"6960.00";"6960.00";"0";
"286";"626";"85731";"544";"Apoyo Salud";"3770.00";"3770.00";"0";
"287";"627";"85731";"545";"Apoyo Salud";"3485.00";"3485.00";"0";
"288";"632";"21586";"550";"Apoyo Salud";"5460.00";"5460.00";"0";
"289";"636";"12081";"553";"Apoyo Salud";"3050.00";"3050.00";"0";
"290";"639";"87568";"556";"Apoyo Salud";"7840.00";"7840.00";"0";
"291";"640";"17086";"557";"Descuento Empleados Farmalisto";"1035.00";"1035.00";"0";
"292";"644";"17086";"561";"Descuento Empleados Farmalisto";"425.00";"425.00";"0";
"293";"645";"94157";"562";"Apoyo Salud";"6855.00";"6855.00";"0";
"294";"646";"13760";"563";"Apoyo Salud";"3110.00";"3110.00";"0";
"295";"649";"17086";"566";"Descuento Empleados Farmalisto";"6711.55";"6711.55";"0";
"296";"650";"14354";"567";"Apoyo Salud";"4364.35";"4364.35";"0";
"297";"652";"83335";"568";"Apoyo Salud";"960.00";"960.00";"0";
"298";"654";"110654";"571";"Apoyo Salud ";"2160.00";"2160.00";"0";
"299";"655";"85560";"572";"Apoyo Salud";"4215.00";"4215.00";"0";
"300";"656";"84159";"573";"Apoyo Salud";"4535.00";"4535.00";"0";
"301";"662";"110663";"577";"Apoyo Salud";"13232.50";"13232.50";"0";
"302";"663";"110663";"578";"Apoyo Salud";"12632.50";"12632.50";"0";
"303";"664";"110663";"579";"Apoyo Salud";"12632.50";"12632.50";"0";
"304";"666";"110663";"580";"Apoyo Salud";"12632.50";"12632.50";"0";
"305";"667";"13147";"581";"Apoyo Salud";"5140.00";"5140.00";"0";
"306";"668";"17151";"582";"Apoyo Salud";"1855.00";"1855.00";"0";
"307";"669";"110664";"583";"Apoyo Salud";"4955.00";"4955.00";"0";
"308";"680";"94159";"594";"Apoyo Salud";"3095.00";"3095.00";"0";
"309";"681";"50581";"595";"Apoyo Salud";"3625.00";"3625.00";"0";
"310";"682";"13752";"596";"Apoyo Salud";"3862.50";"3862.50";"0";
"311";"683";"84763";"597";"Apoyo Salud";"2400.00";"2400.00";"0";
"312";"684";"13151";"598";"Apoyo Salud";"14930.00";"14930.00";"0";
"313";"685";"13685";"599";"Apoyo Salud";"4930.00";"4930.00";"0";
"314";"686";"17086";"600";"Descuento Empleados Farmalisto";"1715.00";"1715.00";"0";
"315";"687";"52577";"601";"Apoyo Salud";"2012.93";"2012.93";"0";
"316";"688";"18595";"602";"Apoyo Salud";"840.00";"840.00";"0";
"317";"691";"13752";"604";"Apoyo Salud";"3110.00";"3110.00";"0";
"318";"692";"13758";"605";"Apoyo Salud";"1137.50";"1137.50";"0";
"319";"693";"18597";"606";"Apoyo Salud";"1280.00";"1280.00";"0";
"320";"694";"99149";"607";"Apoyo Salud";"4410.00";"4410.00";"0";
"321";"695";"110663";"608";"Apoyo Salud";"12632.50";"12632.50";"0";
"322";"697";"14285";"610";"Apoyo Salud";"1865.00";"1865.00";"0";
"323";"700";"99137";"613";"Apoyo Salud";"1655.17";"1655.17";"0";
"324";"704";"63811";"616";"Apoyo Salud";"3000.00";"3000.00";"0";
"325";"706";"17521";"618";"Apoyo Salud";"2470.00";"2470.00";"0";
"326";"707";"98958";"619";"Apoyo Salud";"3185.00";"3185.00";"0";
"327";"709";"98956";"621";"Apoyo Salud";"1350.00";"1350.00";"0";
"328";"712";"99137";"624";"Apoyo Salud";"4730.00";"4730.00";"0";
"329";"714";"13086";"626";"Apoyo Salud";"5660.00";"5660.00";"0";
"330";"716";"99136";"628";"Apoyo Salud";"2390.00";"2390.00";"0";
"331";"718";"17085";"630";"Apoyo Salud";"9260.00";"9260.00";"0";
"332";"725";"17147";"636";"Apoyo salud";"9170.00";"9170.00";"0";
"333";"727";"17086";"638";"Descuento Empleados Farmalisto";"7987.24";"7987.24";"0";
"334";"730";"98956";"641";"Apoyo Salud";"7310.00";"7310.00";"0";
"335";"733";"98956";"644";"Apoyo Salud";"5745.00";"5745.00";"0";
"336";"736";"17086";"647";"Descuento Empleados Farmalisto";"5310.00";"5310.00";"0";
"337";"740";"98958";"650";"Apoyo Salud";"1940.00";"1940.00";"0";
"338";"741";"17158";"651";"Apoyo Salud";"3360.00";"3360.00";"0";
"339";"747";"98956";"656";"Apoyo Salud";"8380.35";"8380.35";"0";
"340";"748";"98956";"657";"Apoyo Salud";"2180.00";"2180.00";"0";
"341";"749";"98957";"658";"Apoyo Salud";"1940.00";"1940.00";"0";
"342";"750";"98958";"659";"Apoyo Salud";"6952.50";"6952.50";"0";
"343";"751";"13688";"660";"Apoyo Salud";"1370.00";"1370.00";"0";
"344";"752";"61971";"661";"Apoyo Salud";"3180.00";"3180.00";"0";
"345";"753";"98961";"662";"Apoyo Salud";"11130.41";"11130.41";"0";
"346";"754";"98958";"663";"Apoyo Salud";"6932.14";"6932.14";"0";
"347";"755";"98960";"664";"Apoyo Salud";"6385.00";"6385.00";"0";
"348";"759";"11083";"668";"Apoyo Salud";"7145.00";"7145.00";"0";
"349";"763";"14085";"672";"Apoyo Salud";"1940.00";"1940.00";"0";
"350";"764";"17995";"673";"Apoyo Salud";"4160.00";"4160.00";"0";
"351";"765";"18195";"674";"Apoyo Salud";"1990.00";"1990.00";"0";
"352";"767";"87359";"676";"Apoyo Salud";"19065.00";"19065.00";"0";
"353";"768";"17995";"677";"Apoyo Salud";"8915.00";"8915.00";"0";
